print_order,d_mm,F_N
10,7.623,842.9
10,7.6923,845.2
10,7.7611,847.2
10,7.8298,849.0
10,7.8991,850.7
10,7.9671,852.1
10,8.0361,853.3
10,8.1058,854.3
10,8.1739,854.9
10,8.2431,855.5
10,8.3118,855.8
10,8.3804,855.8
10,8.4494,855.7
10,8.5186,855.2
10,8.5871,854.4
10,8.6561,853.5
10,8.7243,852.1
10,8.793,850.5
10,8.8626,848.6
11,0.0,0.1
11,0.0588,3.5
11,0.1278,9.7
11,0.1955,17.4
11,0.2627,25.1
11,0.3315,33.4
11,0.3992,41.7
11,0.4674,50.0
11,0.5354,58.5
11,0.6043,67.0
11,0.6727,75.4
11,0.74,83.8
11,0.8084,92.4
11,0.8763,100.9
11,0.9436,109.3
11,1.0124,117.9
11,1.0799,126.3
11,1.1482,134.8
11,1.217,143.4
11,1.2847,151.8
11,1.3525,160.3
11,1.4208,168.9
11,1.4889,177.3
11,1.557,185.8
11,1.6248,194.1
11,1.6936,202.7
11,1.7615,211.2
11,1.829,219.4
11,1.8977,227.9
11,1.9654,236.1
11,2.0329,244.3
11,2.1014,252.7
11,2.1693,261.0
11,2.2381,269.2
11,2.306,277.4
11,2.3745,285.6
11,2.4425,293.8
11,2.5103,301.9
11,2.5785,310.1
11,2.6461,318.0
11,2.7136,326.0
11,2.783,334.2
11,2.8504,342.1
11,2.9182,350.0
11,2.9867,358.0
11,3.0545,365.8
11,3.1229,373.8
11,3.1908,381.7
11,3.2589,389.6
11,3.3279,397.5
11,3.3953,405.2
11,3.4638,412.9
11,3.5314,420.5
11,3.5988,428.0
11,3.6675,435.7
11,3.7351,443.2
11,3.8032,450.7
11,3.872,458.2
11,3.9399,465.6
11,4.0084,472.9
11,4.0761,480.2
11,4.1441,487.4
11,4.2126,494.7
11,4.2799,501.7
11,4.3483,508.9
11,4.4171,515.9
11,4.484,522.7
11,4.5531,529.6
11,4.6205,536.4
11,4.6881,543.1
11,4.7568,550.0
11,4.8246,556.6
11,4.893,563.1
11,4.9616,569.7
11,5.0296,576.2
11,5.0978,582.5
11,5.1653,588.7
11,5.2334,594.8
11,5.3018,600.9
11,5.3687,606.7
11,5.4375,612.7
11,5.5062,618.7
11,5.5737,624.3
11,5.6421,629.9
11,5.7101,635.3
11,5.7783,640.7
11,5.8461,645.9
11,5.9145,651.1
11,5.9825,656.0
11,6.0505,660.7
11,6.1191,665.5
11,6.1867,669.9
11,6.2541,674.3
11,6.3228,678.7
11,6.3904,682.7
11,6.4583,686.7
11,6.5268,690.6
11,6.5953,694.1
11,6.6636,697.7
11,6.7315,701.1
11,6.7997,704.2
11,6.8678,707.3
11,6.935,710.0
11,7.0038,712.9
11,7.0715,715.4
11,7.1394,717.6
11,7.2084,719.9
11,7.2757,721.9
11,7.3438,723.9
11,7.4124,725.9
11,7.48,727.5
11,7.5485,729.2
11,7.6163,730.6
11,7.685,732.0
11,7.7533,733.4
11,7.8207,734.4
11,7.889,735.3
11,7.9566,736.1
11,8.024,736.7
11,8.093,737.4
11,8.1604,737.7
11,8.2289,738.0
11,8.2978,738.4
11,8.3652,738.3
11,8.4335,738.2
11,8.5018,738.0
11,8.5693,737.6
11,8.6378,737.1
11,8.7052,736.2
11,8.7743,735.3
12,0.0,0.0
12,0.0466,2.5
12,0.1049,6.9
12,0.1622,11.8
12,0.2196,17.5
12,0.277,23.6
12,0.3354,29.4
12,0.393,35.5
12,0.4508,41.8
12,0.5086,48.0
12,0.5657,54.1
12,0.6237,60.5
12,0.6819,66.8
12,0.7382,73.0
12,0.7963,79.3
12,0.8541,85.7
12,0.9122,92.1
12,0.9698,98.3
12,1.0277,104.7
12,1.0844,110.9
12,1.1429,117.3
12,1.2005,123.6
12,1.2579,129.8
12,1.3148,136.0
12,1.3732,142.4
12,1.4308,148.7
12,1.4888,155.0
12,1.5471,161.3
12,1.6041,167.4
12,1.6617,173.7
12,1.7198,180.0
12,1.7773,186.2
12,1.8342,192.3
12,1.8928,198.6
12,1.9499,204.7
12,2.0083,211.0
12,2.0657,217.1
12,2.1235,223.2
12,2.1806,229.2
12,2.2389,235.3
12,2.2964,241.4
12,2.3536,247.4
12,2.411,253.4
12,2.4695,259.1
12,2.5267,264.8
12,2.5849,270.6
12,2.6423,276.4
12,2.6999,282.1
12,2.7573,287.9
12,2.8159,293.8
12,2.8726,299.5
12,2.9302,305.0
12,2.9887,310.8
12,3.046,316.4
12,3.1045,322.0
12,3.1615,327.5
12,3.2195,333.1
12,3.2763,338.5
12,3.3351,344.1
12,3.3923,349.5
12,3.4494,354.7
12,3.5074,360.3
12,3.5654,365.6
12,3.623,370.9
12,3.6809,376.2
12,3.7381,381.3
12,3.796,386.6
12,3.8535,391.8
12,3.9118,396.9
12,3.9682,401.8
12,4.0263,406.8
12,4.0842,411.9
12,4.1422,416.9
12,4.1996,421.7
12,4.2578,426.6
12,4.3146,431.3
12,4.3727,436.0
12,4.4307,440.6
12,4.4876,445.0
12,4.5455,449.5
12,4.6036,454.0
12,4.6613,458.4
12,4.7193,462.7
12,4.7768,466.8
12,4.8338,470.9
12,4.8922,474.9
12,4.9497,478.7
12,5.0074,482.4
12,5.0639,486.0
12,5.1227,489.7
12,5.1803,493.1
12,5.238,496.3
12,5.2958,499.4
12,5.3533,502.3
12,5.4105,505.1
12,5.4691,507.8
12,5.5262,510.1
12,5.5836,512.3
12,5.6413,514.5
12,5.6994,516.5
12,5.7567,518.3
12,5.8152,520.1
12,5.8721,521.6
12,5.93,523.1
12,5.9883,524.4
12,6.0458,525.7
12,6.1031,526.7
12,6.1601,527.6
12,6.2191,528.6
12,6.276,529.4
12,6.3343,530.1
12,6.3915,530.7
12,6.4493,531.3
12,6.5067,531.8
12,6.5651,532.2
12,6.6221,532.5
12,6.6794,532.7
12,6.7371,533.0
12,6.7956,533.2
12,6.853,533.3
12,6.9112,533.4
12,6.9681,533.4
12,7.0257,533.3
12,7.0838,533.3
12,7.1417,533.1
12,7.1982,532.8
12,7.2565,532.6
12,7.3141,532.4
12,7.3723,532.1
12,7.4304,531.6
13,0.0,0.0
13,0.0468,4.0
13,0.1064,11.0
13,0.1642,18.7
13,0.2226,26.7
13,0.2823,35.0
13,0.34,43.0
13,0.398,51.1
13,0.4576,59.5
13,0.5161,67.7
13,0.5757,76.2
13,0.6335,84.3
13,0.6922,92.6
13,0.7511,101.0
13,0.8083,109.0
13,0.8669,117.4
13,0.9264,125.9
13,0.985,134.2
13,1.0444,142.6
13,1.1019,150.7
13,1.1609,159.2
13,1.2202,167.6
13,1.2779,175.7
13,1.3363,184.0
13,1.3956,192.4
13,1.4542,200.6
13,1.5128,208.9
13,1.5708,217.1
13,1.6295,225.4
13,1.6889,233.8
13,1.7464,241.8
13,1.8051,250.1
13,1.8642,258.4
13,1.9231,266.7
13,1.9823,274.9
13,2.0401,282.9
13,2.0989,291.1
13,2.1582,299.3
13,2.2158,307.2
13,2.2734,315.2
13,2.3331,323.4
13,2.3917,331.4
13,2.4508,339.5
13,2.5089,347.4
13,2.5675,355.3
13,2.6271,363.4
13,2.6841,371.0
13,2.7433,379.0
13,2.8023,386.8
13,2.8611,394.7
13,2.9202,402.5
13,2.978,410.0
13,3.0361,417.7
13,3.0956,425.5
13,3.153,432.8
13,3.212,440.3
13,3.2707,447.9
13,3.3298,455.5
13,3.3889,463.0
13,3.4466,470.3
13,3.5058,477.8
13,3.5645,485.1
13,3.6221,492.2
13,3.6812,499.5
13,3.7403,506.8
13,3.7987,513.9
13,3.8572,520.9
13,3.9152,527.8
13,3.974,534.8
13,4.0335,541.8
13,4.0911,548.4
13,4.1498,555.2
13,4.2089,562.0
13,4.2678,568.6
13,4.3268,575.2
13,4.3847,581.5
13,4.4434,587.9
13,4.5031,594.3
13,4.5592,600.1
13,4.6186,606.3
13,4.6779,612.4
13,4.7366,618.3
13,4.7956,624.1
13,4.8532,629.5
13,4.9123,635.2
13,4.9714,640.6
13,5.0288,645.7
13,5.0885,651.0
13,5.1468,656.0
13,5.2061,661.0
13,5.2647,665.7
13,5.322,670.1
13,5.3812,674.6
13,5.4399,678.9
13,5.4977,682.9
13,5.5565,686.8
13,5.6159,690.7
13,5.6747,694.2
13,5.7333,697.5
13,5.7913,700.6
13,5.8501,703.6
13,5.9093,706.6
13,5.9672,709.1
13,6.0262,711.7
13,6.0846,714.0
13,6.1431,716.2
13,6.2025,718.4
13,6.2598,720.1
13,6.3191,721.9
13,6.3782,723.7
13,6.4351,724.9
13,6.4951,726.4
13,6.5536,727.7
13,6.6126,728.8
13,6.6713,729.7
13,6.7289,730.4
13,6.7889,731.3
13,6.8464,731.8
13,6.9041,732.1
13,6.9636,732.6
13,7.0222,732.8
13,7.0813,733.0
13,7.1399,732.9
13,7.1978,732.7
13,7.2575,732.6
13,7.3159,732.3
13,7.3736,731.6
13,7.4327,731.2
13,7.4919,730.5
13,7.5506,729.7
14,0.0,0.1
14,0.0466,5.7
14,0.1057,14.1
14,0.1647,22.8
14,0.2224,31.4
14,0.2815,40.3
14,0.3408,49.2
14,0.398,57.9
14,0.457,66.9
14,0.516,75.9
14,0.5752,85.1
14,0.6338,94.1
14,0.6918,103.1
14,0.7511,112.3
14,0.8099,121.4
14,0.8674,130.3
14,0.9265,139.6
14,0.9853,148.7
14,1.0446,157.9
14,1.1031,167.0
14,1.1609,175.9
14,1.2204,185.2
14,1.2791,194.3
14,1.3366,203.1
14,1.3957,212.3
14,1.4545,221.5
14,1.5141,230.6
14,1.5725,239.6
14,1.6304,248.5
14,1.6897,257.7
14,1.7483,266.7
14,1.8061,275.6
14,1.8653,284.8
14,1.924,293.7
14,1.9831,302.8
14,2.0416,311.7
14,2.0996,320.4
14,2.1592,329.5
14,2.2179,338.4
14,2.275,346.9
14,2.3349,356.0
14,2.3934,364.7
14,2.4524,373.6
14,2.5111,382.3
14,2.5682,390.7
14,2.6282,399.6
14,2.686,408.1
14,2.744,416.6
14,2.8037,425.4
14,2.8621,433.9
14,2.9215,442.5
14,2.9794,450.8
14,3.0376,459.1
14,3.0975,467.8
14,3.1553,476.0
14,3.2134,484.0
14,3.2726,492.4
14,3.3314,500.7
14,3.3908,509.0
14,3.4489,517.1
14,3.5072,525.2
14,3.5664,533.4
14,3.6246,541.4
14,3.6829,549.3
14,3.742,557.4
14,3.801,565.4
14,3.8599,573.3
14,3.9182,581.1
14,3.9763,588.8
14,4.0363,596.7
14,4.0941,604.2
14,4.1517,611.6
14,4.2117,619.3
14,4.2698,626.6
14,4.3295,634.2
14,4.3876,641.4
14,4.4456,648.6
14,4.5058,656.0
14,4.5629,662.7
14,4.6213,669.7
14,4.6812,676.8
14,4.7396,683.5
14,4.7986,690.3
14,4.8563,696.7
14,4.915,703.3
14,4.975,709.9
14,5.0323,715.9
14,5.0902,722.0
14,5.1492,728.1
14,5.2083,734.2
14,5.2672,740.0
14,5.3253,745.6
14,5.384,751.2
14,5.4433,756.7
14,5.501,761.8
14,5.5592,766.8
14,5.6189,771.9
14,5.6778,776.7
14,5.7365,781.3
14,5.7946,785.6
14,5.8529,789.8
14,5.9127,794.1
14,5.9705,797.9
14,6.0285,801.6
14,6.0885,805.4
14,6.1464,808.7
14,6.2064,812.3
14,6.2638,815.2
14,6.3226,818.2
14,6.3821,821.2
14,6.4391,823.6
14,6.4985,826.2
14,6.5576,828.6
14,6.6163,830.7
14,6.6753,832.7
14,6.7328,834.3
14,6.7923,835.9
14,6.851,837.1
14,6.9088,838.0
14,6.9677,838.7
14,7.0266,839.2
14,7.0857,839.5
14,7.1446,839.4
14,7.2024,838.9
14,7.2621,838.5
14,7.3202,837.4
14,7.3781,836.0
14,7.437,834.4
14,7.4963,832.5
14,7.5551,830.1
15,0.0022,0.0
15,0.0545,5.2
15,0.1158,13.9
15,0.1739,22.6
15,0.2339,32.2
15,0.2936,41.8
15,0.3541,51.8
15,0.4133,61.6
15,0.4726,71.4
15,0.5331,81.5
15,0.5917,91.2
15,0.6513,101.3
15,0.7118,111.4
15,0.7714,121.4
15,0.8311,131.3
15,0.8908,141.4
15,0.9507,151.4
15,1.0096,161.3
15,1.0694,171.4
15,1.1299,181.5
15,1.1894,191.5
15,1.2489,201.4
15,1.3082,211.3
15,1.3684,221.3
15,1.4269,231.0
15,1.4872,241.2
15,1.5474,251.2
15,1.6074,261.1
15,1.666,270.8
15,1.7267,280.9
15,1.7862,290.7
15,1.845,300.4
15,1.9056,310.5
15,1.9653,320.3
15,2.0256,330.2
15,2.0839,339.7
15,2.1447,349.7
15,2.2034,359.2
15,2.263,368.9
15,2.3229,378.8
15,2.3835,388.6
15,2.4425,398.1
15,2.5021,407.7
15,2.5627,417.5
15,2.6212,426.8
15,2.6811,436.4
15,2.741,446.0
15,2.8015,455.7
15,2.8606,465.0
15,2.9203,474.4
15,2.9802,483.8
15,3.0391,493.0
15,3.0986,502.3
15,3.1592,511.7
15,3.219,520.7
15,3.2782,529.8
15,3.3377,538.9
15,3.3979,548.1
15,3.4568,556.9
15,3.5169,566.1
15,3.5771,575.1
15,3.6369,584.0
15,3.696,592.8
15,3.7559,601.6
15,3.8158,610.3
15,3.8742,618.7
15,3.9353,627.6
15,3.9943,636.1
15,4.0549,644.7
15,4.1134,652.9
15,4.1742,661.4
15,4.2331,669.5
15,4.2919,677.5
15,4.3531,685.9
15,4.4128,693.9
15,4.4726,701.8
15,4.5314,709.5
15,4.5921,717.3
15,4.6507,724.8
15,4.7103,732.3
15,4.7704,739.8
15,4.831,747.2
15,4.8899,754.2
15,4.9491,761.1
15,5.0098,768.2
15,5.0685,774.7
15,5.1289,781.5
15,5.1883,787.9
15,5.2489,794.3
15,5.3077,800.3
15,5.3674,806.2
15,5.4279,812.1
15,5.4863,817.4
15,5.546,822.8
15,5.6064,828.1
15,5.6662,833.2
15,5.7255,837.9
15,5.7849,842.5
15,5.8454,847.2
15,5.9036,851.3
15,5.9646,855.7
15,6.0245,859.8
15,6.0844,863.8
15,6.1432,867.4
15,6.2031,871.1
15,6.2631,874.5
15,6.3216,877.7
15,6.3827,881.0
15,6.4418,883.9
15,6.5022,886.9
15,6.5606,889.3
15,6.6218,892.0
15,6.6804,894.1
15,6.7396,896.1
15,6.8,898.2
15,6.8599,899.9
15,6.9203,901.5
15,6.9783,902.5
15,7.0397,903.7
15,7.0979,904.2
15,7.1575,904.7
15,7.2181,905.1
15,7.278,905.1
15,7.3376,904.7
15,7.3963,903.6
15,7.457,902.5
15,7.5159,900.1
15,7.5749,896.7
15,7.6361,891.1
15,7.6959,874.0
16,0.0,0.0
16,0.0547,3.0
16,0.1221,9.4
16,0.1888,17.1
16,0.2556,25.8
16,0.322,34.5
16,0.3895,43.8
16,0.4552,52.8
16,0.5216,62.1
16,0.5895,71.6
16,0.656,81.0
16,0.7232,90.4
16,0.7894,99.8
16,0.8566,109.3
16,0.9225,118.6
16,0.9891,128.0
16,1.056,137.5
16,1.1229,147.1
16,1.1909,156.7
16,1.2564,166.0
16,1.3238,175.4
16,1.39,184.7
16,1.4563,194.0
16,1.5235,203.6
16,1.5903,212.9
16,1.6571,222.3
16,1.7237,231.5
16,1.7911,240.9
16,1.8573,250.1
16,1.924,259.4
16,1.9908,268.6
16,2.0577,277.8
16,2.1243,286.8
16,2.1903,295.7
16,2.2576,305.0
16,2.3244,314.0
16,2.3916,323.0
16,2.4579,331.9
16,2.5251,340.9
16,2.5916,349.6
16,2.6573,358.2
16,2.725,367.2
16,2.7914,375.9
16,2.8592,384.8
16,2.9256,393.4
16,2.9925,402.0
16,3.0587,410.6
16,3.1247,418.9
16,3.1925,427.6
16,3.2587,435.9
16,3.3258,444.4
16,3.3921,452.8
16,3.4595,461.3
16,3.5262,469.6
16,3.5925,477.7
16,3.6595,485.9
16,3.7263,494.0
16,3.7932,502.2
16,3.8592,510.1
16,3.9264,518.2
16,3.9926,525.8
16,4.0598,533.6
16,4.1268,541.5
16,4.1938,549.2
16,4.2603,556.9
16,4.326,564.1
16,4.3939,572.0
16,4.4599,579.2
16,4.5271,586.7
16,4.5945,594.0
16,4.6609,600.9
16,4.7277,607.9
16,4.7934,614.7
16,4.861,621.8
16,4.9274,628.5
16,4.9944,635.1
16,5.061,641.7
16,5.1275,648.1
16,5.1951,654.4
16,5.2609,660.3
16,5.328,666.1
16,5.3951,671.9
16,5.4618,677.5
16,5.5283,682.7
16,5.5953,688.0
16,5.6611,692.9
16,5.7284,697.6
16,5.7956,702.3
16,5.8624,706.6
16,5.9291,710.9
16,5.995,714.7
16,6.0624,718.5
16,6.1285,722.0
16,6.1955,725.7
16,6.2623,729.1
16,6.3297,732.4
16,6.3968,735.6
16,6.4622,738.4
16,6.5296,741.3
16,6.596,743.9
16,6.6626,746.4
16,6.7299,748.9
16,6.7965,751.2
16,6.8628,753.4
16,6.9294,755.4
16,6.9969,757.6
16,7.0634,759.3
16,7.1304,761.0
16,7.197,762.4
16,7.2641,763.9
16,7.3299,765.0
16,7.3964,766.1
16,7.4641,767.2
16,7.5305,768.0
16,7.598,768.9
16,7.6639,769.5
16,7.7312,770.1
16,7.7972,770.6
16,7.8636,770.9
16,7.9309,771.4
16,7.9976,771.6
16,8.0654,771.8
16,8.131,771.7
16,8.1984,771.7
16,8.2644,771.3
16,8.331,770.9
16,8.3986,770.6
16,8.4648,770.0
16,8.5317,769.5
16,8.5986,768.8
17,0.0,0.3
17,0.0547,7.5
17,0.1182,16.8
17,0.1829,26.7
17,0.2472,36.9
17,0.3111,47.3
17,0.3758,57.8
17,0.4399,68.3
17,0.5043,78.9
17,0.5687,89.5
17,0.6324,100.1
17,0.6974,111.0
17,0.7605,121.5
17,0.8257,132.5
17,0.89,143.2
17,0.954,153.9
17,1.0178,164.5
17,1.0826,175.3
17,1.1467,186.0
17,1.2109,196.7
17,1.2752,207.5
17,1.3397,218.1
17,1.4042,228.9
17,1.4675,239.4
17,1.5328,250.2
17,1.5958,260.6
17,1.6613,271.4
17,1.7251,281.9
17,1.7897,292.4
17,1.853,302.7
17,1.9179,313.2
17,1.9827,323.8
17,2.0465,334.2
17,2.1101,344.3
17,2.1751,354.9
17,2.2395,365.1
17,2.3026,375.1
17,2.3681,385.5
17,2.4313,395.5
17,2.4967,405.8
17,2.5604,415.7
17,2.625,425.9
17,2.6885,435.7
17,2.7531,445.7
17,2.8178,455.8
17,2.882,465.6
17,2.9452,475.2
17,3.0107,485.4
17,3.075,495.2
17,3.1379,504.5
17,3.2031,514.3
17,3.267,524.1
17,3.3321,533.9
17,3.3955,543.2
17,3.4602,552.7
17,3.5238,562.0
17,3.5887,571.6
17,3.6531,581.0
17,3.7173,590.2
17,3.7804,599.1
17,3.8457,608.2
17,3.91,617.2
17,3.9746,626.3
17,4.038,635.1
17,4.1025,644.0
17,4.1674,652.9
17,4.2307,661.3
17,4.2954,670.0
17,4.3595,678.5
17,4.424,687.0
17,4.4882,695.2
17,4.5529,703.6
17,4.6157,711.4
17,4.6811,719.8
17,4.7455,727.7
17,4.8098,735.4
17,4.8733,742.9
17,4.9378,750.3
17,5.0027,757.8
17,5.0664,765.0
17,5.1308,772.0
17,5.1954,778.9
17,5.2593,785.5
17,5.3234,792.1
17,5.3879,798.5
17,5.4512,804.5
17,5.5165,810.7
17,5.5805,816.5
17,5.6455,822.0
17,5.7084,827.3
17,5.7733,832.8
17,5.8381,838.1
17,5.9015,843.0
17,5.9659,847.7
17,6.0306,852.2
17,6.0945,856.6
17,6.159,861.0
17,6.2229,865.1
17,6.2872,869.2
17,6.3519,873.0
17,6.4156,876.6
17,6.4811,880.2
17,6.5439,883.1
17,6.6086,886.2
17,6.6732,889.1
17,6.7374,891.8
17,6.801,894.1
17,6.866,896.5
17,6.93,898.6
17,6.9944,900.5
17,7.0581,902.4
17,7.1232,904.0
17,7.1874,905.4
17,7.2511,906.6
17,7.3159,907.7
17,7.3799,908.6
17,7.4439,909.4
17,7.5081,909.9
17,7.573,910.6
17,7.6362,910.7
17,7.7014,911.0
17,7.7653,911.1
17,7.8301,911.0
17,7.8932,910.6
17,7.9589,910.6
17,8.0228,910.1
17,8.0862,909.4
17,8.151,908.7
17,8.2153,908.0
17,8.2802,907.0
18,0.0,0.0
18,0.043,2.4
18,0.0983,7.9
18,0.1522,13.4
18,0.2066,19.1
18,0.2604,24.7
18,0.3146,30.4
18,0.3689,36.1
18,0.4232,41.8
18,0.4783,47.7
18,0.5326,53.4
18,0.5871,59.2
18,0.641,64.9
18,0.6961,70.8
18,0.7504,76.6
18,0.8049,82.3
18,0.8596,88.2
18,0.9133,93.9
18,0.968,99.7
18,1.0222,105.5
18,1.0762,111.2
18,1.1307,117.1
18,1.1853,122.9
18,1.2398,128.8
18,1.2939,134.6
18,1.3489,140.5
18,1.403,146.3
18,1.4572,152.1
18,1.5115,157.9
18,1.5652,163.6
18,1.6197,169.4
18,1.6739,175.2
18,1.7291,181.0
18,1.7833,186.8
18,1.8377,192.5
18,1.8925,198.3
18,1.9467,204.0
18,2.0012,209.8
18,2.0554,215.4
18,2.1103,221.1
18,2.164,226.7
18,2.2186,232.4
18,2.2733,238.0
18,2.3268,243.4
18,2.3815,248.9
18,2.436,254.4
18,2.4906,260.0
18,2.5446,265.5
18,2.5997,271.1
18,2.6541,276.5
18,2.7077,282.0
18,2.762,287.3
18,2.8158,292.7
18,2.8704,298.0
18,2.9247,303.3
18,2.98,308.7
18,3.0348,314.0
18,3.0884,319.3
18,3.1432,324.8
18,3.1975,330.1
18,3.2518,335.3
18,3.3062,340.5
18,3.3609,345.6
18,3.4153,350.8
18,3.4691,355.9
18,3.5239,361.0
18,3.5775,365.9
18,3.6321,371.1
18,3.6874,376.4
18,3.7413,381.3
18,3.7962,386.2
18,3.8502,391.1
18,3.9048,395.9
18,3.9581,400.6
18,4.0126,405.4
18,4.0671,410.4
18,4.1212,415.2
18,4.1763,420.1
18,4.2305,424.8
18,4.2854,429.5
18,4.3392,434.2
18,4.3938,438.8
18,4.4488,443.4
18,4.5026,447.8
18,4.5574,452.2
18,4.6117,456.6
18,4.666,460.9
18,4.7197,465.0
18,4.7745,469.2
18,4.8287,473.4
18,4.8831,477.6
18,4.938,481.8
18,4.9921,485.7
18,5.0468,489.5
18,5.101,493.1
18,5.1552,496.7
18,5.2093,500.4
18,5.2633,503.8
18,5.3179,507.1
18,5.3719,510.4
18,5.4271,513.6
18,5.4813,516.6
18,5.5358,519.6
18,5.5906,522.6
18,5.6446,525.3
18,5.6995,528.0
18,5.7532,530.6
18,5.8082,533.0
18,5.8623,535.2
18,5.9166,537.3
18,5.9709,539.2
18,6.0252,541.0
18,6.0795,542.5
18,6.1335,543.9
18,6.1889,545.2
18,6.2426,546.2
18,6.2976,547.0
18,6.352,547.6
18,6.4059,548.1
18,6.4598,548.3
18,6.5139,548.4
18,6.5685,548.4
18,6.6227,548.3
18,6.6778,548.1
18,6.7326,547.7
18,6.7866,547.3
18,6.8411,546.7
18,6.8953,546.1
18,6.9501,545.3
18,7.0046,544.5
19,0.0,0.0
19,0.0504,4.3
19,0.1129,12.0
19,0.1765,20.5
19,0.2377,29.9
19,0.3008,40.2
19,0.3641,51.2
19,0.426,62.3
19,0.4901,73.9
19,0.5509,84.9
19,0.6141,96.4
19,0.6775,108.0
19,0.7395,119.3
19,0.8031,130.8
19,0.8642,142.2
19,0.9272,154.0
19,0.991,165.8
19,1.0526,177.2
19,1.1166,189.1
19,1.1776,200.4
19,1.2408,212.1
19,1.304,223.8
19,1.3664,235.4
19,1.4295,246.9
19,1.4913,258.3
19,1.5539,269.8
19,1.6177,281.6
19,1.6794,293.1
19,1.7427,304.6
19,1.8045,315.7
19,1.8676,327.3
19,1.9307,338.8
19,1.9934,350.2
19,2.0552,361.3
19,2.1174,372.4
19,2.1801,383.9
19,2.2432,395.3
19,2.3056,406.5
19,2.3686,417.8
19,2.4308,428.9
19,2.4939,440.0
19,2.5566,451.1
19,2.6193,462.3
19,2.6816,473.0
19,2.7442,484.0
19,2.807,495.0
19,2.8702,506.1
19,2.9325,517.1
19,2.995,528.0
19,3.0574,538.9
19,3.1208,550.0
19,3.183,560.6
19,3.2464,571.7
19,3.3077,582.0
19,3.3713,593.0
19,3.4335,603.6
19,3.4968,614.1
19,3.5596,625.1
19,3.6212,635.2
19,3.6844,645.5
19,3.7472,655.8
19,3.8095,666.1
19,3.8737,676.8
19,3.9341,686.5
19,3.998,696.9
19,4.0596,706.8
19,4.1225,717.1
19,4.186,727.4
19,4.247,736.6
19,4.3103,746.6
19,4.3735,756.5
19,4.4354,765.9
19,4.4999,775.9
19,4.56,784.8
19,4.6239,794.6
19,4.6864,803.9
19,4.7488,812.8
19,4.8127,822.1
19,4.8736,830.6
19,4.9369,839.7
19,5.0001,848.4
19,5.0619,856.5
19,5.1261,864.9
19,5.1865,872.3
19,5.2506,880.4
19,5.3131,888.0
19,5.3757,895.3
19,5.4391,902.5
19,5.5002,909.0
19,5.5637,916.0
19,5.6267,922.5
19,5.6888,928.7
19,5.7526,935.0
19,5.8135,940.5
19,5.8773,946.4
19,5.9396,951.9
19,6.0027,957.4
19,6.0649,962.4
19,6.1263,966.8
19,6.1898,971.5
19,6.2526,975.9
19,6.3147,980.1
19,6.3782,984.4
19,6.4395,988.0
19,6.5033,991.9
19,6.5658,995.4
19,6.6286,998.8
19,6.6913,1002.0
19,6.7533,1004.8
19,6.8165,1007.8
19,6.8793,1010.3
19,6.9417,1012.7
19,7.0045,1014.9
19,7.0665,1016.8
19,7.13,1018.6
19,7.1926,1020.0
19,7.2556,1021.2
19,7.3176,1022.1
19,7.3802,1022.8
19,7.4431,1023.4
19,7.5058,1023.8
19,7.5688,1024.1
19,7.6306,1023.8
19,7.6936,1023.6
19,7.7564,1023.2
19,7.8192,1022.5
19,7.8824,1021.7
19,7.9438,1020.2
19,8.0068,1018.9
19,8.0701,1017.4
20,0.0,0.2
20,0.0518,0.1
20,0.1157,4.9
20,0.1784,11.3
20,0.2418,18.0
20,0.3058,24.2
20,0.3691,31.8
20,0.4318,39.7
20,0.4951,47.9
20,0.5591,56.2
20,0.6217,64.4
20,0.6866,73.0
20,0.748,81.1
20,0.812,89.6
20,0.8755,98.1
20,0.939,106.6
20,1.002,114.9
20,1.0654,123.5
20,1.129,132.0
20,1.1926,140.6
20,1.257,149.2
20,1.3187,157.5
20,1.3825,166.0
20,1.4465,174.6
20,1.5093,183.0
20,1.573,191.5
20,1.6359,199.9
20,1.6991,208.3
20,1.7633,216.8
20,1.8263,225.2
20,1.8891,233.7
20,1.9527,242.1
20,2.0163,250.5
20,2.079,258.8
20,2.1442,267.5
20,2.2049,275.4
20,2.2693,283.9
20,2.3337,292.2
20,2.3968,300.3
20,2.4601,308.5
20,2.5233,316.8
20,2.5867,325.0
20,2.6503,333.2
20,2.714,341.4
20,2.7761,349.1
20,2.8398,357.3
20,2.904,365.5
20,2.9663,373.3
20,3.0308,381.4
20,3.0927,389.1
20,3.1563,397.1
20,3.2206,405.1
20,3.2832,412.9
20,3.3467,420.6
20,3.4098,428.3
20,3.4735,436.0
20,3.5374,443.7
20,3.6019,451.7
20,3.663,459.0
20,3.7278,466.8
20,3.7906,474.2
20,3.8541,481.6
20,3.9178,489.2
20,3.9804,496.6
20,4.044,504.0
20,4.1076,511.4
20,4.1714,518.8
20,4.2337,525.6
20,4.2971,532.9
20,4.3611,540.1
20,4.4239,547.0
20,4.4882,554.1
20,4.55,560.6
20,4.6136,567.5
20,4.6784,574.3
20,4.7414,580.8
20,4.8047,587.4
20,4.8678,593.9
20,4.9316,600.4
20,4.9944,606.4
20,5.0595,612.9
20,5.1204,618.5
20,5.1847,624.5
20,5.2482,630.4
20,5.3113,636.0
20,5.3752,641.6
20,5.4377,646.6
20,5.5013,651.7
20,5.565,656.8
20,5.6283,661.7
20,5.6911,666.1
20,5.7546,670.5
20,5.8182,674.7
