s,m/s2
0.08450000,0.136869579553604
0.08460000,0.130245044827461
0.08470000,0.138890624046326
0.08480000,0.142595872282982
0.08490000,0.138890624046326
0.08500000,0.136083617806435
0.08510000,0.136420458555222
0.08520000,0.138104662299156
0.08530000,0.136869579553604
0.08540000,0.135859057307243
0.08550000,0.134287133812904
0.08560000,0.134623974561691
0.08570000,0.138329222798347
0.08580000,0.139115184545517
0.08590000,0.135746777057648
0.08600000,0.129908204078674
0.08610000,0.14315727353096
0.08620000,0.137094140052795
0.08630000,0.132266089320183
0.08640000,0.13877834379673
0.08650000,0.142595872282982
0.08660000,0.139002904295921
0.08670000,0.137880101799965
0.08680000,0.140799388289452
0.08690000,0.140125706791878
0.08700000,0.141473069787025
0.08710000,0.137430980801582
0.08720000,0.143381834030151
0.08730000,0.1343994140625
0.08740000,0.137655541300774
0.08750000,0.136532738804817
0.08760000,0.134062573313713
0.08770000,0.134623974561691
0.08780000,0.130806446075439
0.08790000,0.141473069787025
0.08800000,0.131704688072205
0.08810000,0.141248509287834
0.08820000,0.139788866043091
0.08830000,0.131255567073822
0.08840000,0.140799388289452
0.08850000,0.137992382049561
0.08860000,0.140237987041473
0.08870000,0.134511694312096
0.08880000,0.139788866043091
0.08890000,0.137318700551987
0.08900000,0.138890624046326
0.08910000,0.141023948788643
0.08920000,0.134848535060883
0.08930000,0.140350267291069
0.08940000,0.140350267291069
0.08950000,0.140687108039856
0.08960000,0.140237987041473
0.08970000,0.140237987041473
0.08980000,0.138890624046326
0.08990000,0.140237987041473
0.09000000,0.142820432782173
0.09010000,0.137992382049561
0.09020000,0.138216942548752
0.09030000,0.139788866043091
0.09040000,0.138329222798347
0.09050000,0.146413400769234
0.09060000,0.139452025294304
0.09070000,0.135185375809669
0.09080000,0.147423923015594
0.09090000,0.142259031534195
0.09100000,0.138216942548752
0.09110000,0.147760763764381
0.09120000,0.143830955028534
0.09130000,0.136645019054413
0.09140000,0.139115184545517
0.09150000,0.14394323527813
0.09160000,0.142483592033386
0.09170000,0.140013426542282
0.09180000,0.145402878522873
0.09190000,0.142146751284599
0.09200000,0.14495375752449
0.09210000,0.140462547540665
0.09220000,0.140911668539047
0.09230000,0.142820432782173
0.09240000,0.138666063547134
0.09250000,0.138666063547134
0.09260000,0.144280076026917
0.09270000,0.140911668539047
0.09280000,0.139788866043091
0.09290000,0.146301120519638
0.09300000,0.14136078953743
0.09310000,0.138216942548752
0.09320000,0.143381834030151
0.09330000,0.142483592033386
0.09340000,0.138553783297539
0.09350000,0.139901146292686
0.09360000,0.142932713031769
0.09370000,0.140687108039856
0.09380000,0.140911668539047
0.09390000,0.137655541300774
0.09400000,0.14136078953743
0.09410000,0.139452025294304
0.09420000,0.137767821550369
0.09430000,0.138553783297539
0.09440000,0.140237987041473
0.09450000,0.14136078953743
0.09460000,0.141136229038239
0.09470000,0.140013426542282
0.09480000,0.139901146292686
0.09490000,0.140350267291069
0.09500000,0.139339745044708
0.09510000,0.142259031534195
0.09520000,0.135185375809669
0.09530000,0.142146751284599
0.09540000,0.143718674778938
0.09550000,0.141473069787025
0.09560000,0.139452025294304
0.09570000,0.148209884762764
0.09580000,0.146974802017212
0.09590000,0.137992382049561
0.09600000,0.143381834030151
0.09610000,0.142820432782173
0.09620000,0.139901146292686
0.09630000,0.13260293006897
0.09640000,0.144280076026917
0.09650000,0.141585350036621
0.09660000,0.143044993281364
0.09670000,0.138104662299156
0.09680000,0.1369818598032
0.09690000,0.142371311783791
0.09700000,0.144055515527725
0.09710000,0.145290598273277
0.09720000,0.140799388289452
0.09730000,0.141136229038239
0.09740000,0.139227464795113
0.09750000,0.1395643055439
0.09760000,0.139227464795113
0.09770000,0.143718674778938
0.09780000,0.140687108039856
0.09790000,0.145402878522873
0.09800000,0.146076560020447
0.09810000,0.137655541300774
0.09820000,0.134174853563309
0.09830000,0.148097604513168
0.09840000,0.141809910535812
0.09850000,0.133501172065735
0.09860000,0.138329222798347
0.09870000,0.145178318023682
0.09880000,0.139002904295921
0.09890000,0.136645019054413
0.09900000,0.143606394529343
0.09910000,0.141809910535812
0.09920000,0.140013426542282
0.09930000,0.143606394529343
0.09940000,0.140350267291069
0.09950000,0.146301120519638
0.09960000,0.140125706791878
